epoch,accuracy,loss,val_accuracy,val_loss
0,0.0683661624789238,5.408645153045654,NA,NA
1,0.07763615250587463,5.096097946166992,NA,NA
2,0.07763615250587463,5.036332130432129,NA,NA
3,0.07763615250587463,5.019464492797852,NA,NA
4,0.07763615250587463,5.011202335357666,NA,NA
5,0.07763615250587463,4.9975128173828125,NA,NA
6,0.07763615250587463,4.974298000335693,NA,NA
7,0.08342989534139633,4.916552543640137,NA,NA
8,0.08227114379405975,4.8067779541015625,NA,NA
9,0.10081112384796143,4.679381370544434,NA,NA
10,0.09849362820386887,4.5349812507629395,NA,NA
11,0.1193511039018631,4.383886814117432,NA,NA
12,0.12050984799861908,4.227653503417969,NA,NA
13,0.13441483676433563,4.089287281036377,NA,NA
14,0.148319810628891,3.948622941970825,NA,NA
15,0.16570104658603668,3.7898004055023193,NA,NA
16,0.19466975331306458,3.641643524169922,NA,NA
17,0.20278099179267883,3.5001487731933594,NA,NA
18,0.2387022078037262,3.3719334602355957,NA,NA
19,0.24797219038009644,3.239485025405884,NA,NA
20,0.28157588839530945,3.086973190307617,NA,NA
21,0.3232908546924591,2.9592690467834473,NA,NA
22,0.3232908546924591,2.83613657951355,NA,NA
23,0.37079954147338867,2.7042627334594727,NA,NA
24,0.40092700719833374,2.578587532043457,NA,NA
25,0.41251447796821594,2.4683268070220947,NA,NA
26,0.4611819088459015,2.353874444961548,NA,NA
27,0.5063731074333191,2.239041328430176,NA,NA
28,0.5075318813323975,2.123774766921997,NA,NA
29,0.5527230501174927,2.01418137550354,NA,NA
30,0.5898030400276184,1.917704701423645,NA,NA
31,0.6013904809951782,1.844164490699768,NA,NA
32,0.6268829703330994,1.7455370426177979,NA,NA
33,0.6825029253959656,1.649963140487671,NA,NA
34,0.6778678894042969,1.5658785104751587,NA,NA
35,0.7079953551292419,1.4841227531433105,NA,NA
36,0.7346465587615967,1.4078997373580933,NA,NA
37,0.740440309047699,1.3297133445739746,NA,NA
38,0.770567774772644,1.265794038772583,NA,NA
39,0.7914252877235413,1.194951057434082,NA,NA
40,0.8030127286911011,1.1286160945892334,NA,NA
41,0.8273464441299438,1.073697566986084,NA,NA
42,0.8377752304077148,1.0170584917068481,NA,NA
43,0.8539977073669434,0.9712273478507996,NA,NA
44,0.8679026365280151,0.9192091226577759,NA,NA
45,0.8609501719474792,0.8746819496154785,NA,NA
46,0.8690614104270935,0.831458568572998,NA,NA
47,0.8794901371002197,0.787610650062561,NA,NA
48,0.885283887386322,0.750523030757904,NA,NA
49,0.8968713879585266,0.7118260860443115,NA,NA
50,0.9073001146316528,0.6786210536956787,NA,NA
51,0.9049826264381409,0.6548564434051514,NA,NA
52,0.9084588885307312,0.6205011606216431,NA,NA
53,0.9142525792121887,0.5903650522232056,NA,NA
54,0.9165701270103455,0.5633306503295898,NA,NA
55,0.920046329498291,0.5391871929168701,NA,NA
56,0.920046329498291,0.5125288963317871,NA,NA
57,0.9212051033973694,0.49812909960746765,NA,NA
58,0.9212051033973694,0.4738050699234009,NA,NA
59,0.930475115776062,0.4525768458843231,NA,NA
60,0.9293163418769836,0.4376846253871918,NA,NA
61,0.9362688064575195,0.4170261025428772,NA,NA
62,0.932792603969574,0.4012167453765869,NA,NA
63,0.9339513182640076,0.3891485333442688,NA,NA
64,0.9385863542556763,0.3734391927719116,NA,NA
65,0.932792603969574,0.36336103081703186,NA,NA
66,0.9409038424491882,0.3478149175643921,NA,NA
67,0.9351100921630859,0.3362923562526703,NA,NA
68,0.9385863542556763,0.32729092240333557,NA,NA
69,0.9385863542556763,0.3176676630973816,NA,NA
70,0.9420625567436218,0.30669301748275757,NA,NA
71,0.9443800449371338,0.2958488166332245,NA,NA
72,0.9409038424491882,0.2879451513290405,NA,NA
73,0.9420625567436218,0.27917733788490295,NA,NA
74,0.9443800449371338,0.27007901668548584,NA,NA
75,0.9409038424491882,0.26260533928871155,NA,NA
76,0.9443800449371338,0.2581057548522949,NA,NA
77,0.9466975927352905,0.2511638104915619,NA,NA
78,0.9420625567436218,0.24647358059883118,NA,NA
79,0.9455388188362122,0.23810330033302307,NA,NA
80,0.9432213306427002,0.2315284013748169,NA,NA
81,0.9466975927352905,0.22842758893966675,NA,NA
82,0.9409038424491882,0.223325714468956,NA,NA
83,0.9432213306427002,0.21782027184963226,NA,NA
84,0.9478563070297241,0.21425652503967285,NA,NA
85,0.9443800449371338,0.20858991146087646,NA,NA
86,0.9490150809288025,0.20302413403987885,NA,NA
87,0.9455388188362122,0.20176059007644653,NA,NA
88,0.9420625567436218,0.1981177181005478,NA,NA
89,0.9490150809288025,0.19350914657115936,NA,NA
90,0.9466975927352905,0.19016098976135254,NA,NA
91,0.9455388188362122,0.18529123067855835,NA,NA
92,0.9409038424491882,0.18583954870700836,NA,NA
93,0.9432213306427002,0.1799083650112152,NA,NA
94,0.9455388188362122,0.17706231772899628,NA,NA
95,0.9443800449371338,0.1755957454442978,NA,NA
96,0.9455388188362122,0.17183621227741241,NA,NA
97,0.9466975927352905,0.17030952870845795,NA,NA
98,0.9466975927352905,0.16780507564544678,NA,NA
99,0.9501737952232361,0.16497749090194702,NA,NA
